Estimate.Intercept,Est.Error.Intercept,Q2.5.Intercept,Q97.5.Intercept,nuts_2
-0.6265298595099779,0.17952981767035722,-0.9683200568708076,-0.2580573119770793,ITI3
0.5606021500038176,0.32907965196712036,-0.07519437807404636,1.2249047357479872,ITI4
-0.2993239171527882,0.327267564041881,-0.926383858739717,0.3752708238502145,LT00
-0.32643481154367227,0.24723451311011668,-0.802275998422563,0.17793381289008278,LU00
1.05363766555753,0.22576157603439267,0.6028938998074256,1.4983435715270914,LV00
1.420032917418229,0.33364267689661786,0.7669357243721716,2.0897418544654567,MT00
-1.3671041717162944,0.299705865073497,-1.9190101512152862,-0.7585273747957284,NL11
-1.684633293929835,0.3024038701892307,-2.2458732528908225,-1.0642148663767956,NL12
-1.1893299337799519,0.29978359686917033,-1.753565601539625,-0.5687194706293138,NL13
-1.126022839439688,0.29400219547404927,-1.676679000217415,-0.5227787945201361,NL21
-1.1604871139311166,0.29926529745494734,-1.7330740345464923,-0.5466959791557061,NL22
-2.0336749958594886,0.3079139773709475,-2.6137845339546533,-1.414924559481211,NL23
-1.3848647851717029,0.3081522975833729,-1.9691298909927517,-0.7552643515726928,NL31
0.12501433800681983,0.3356907934671093,-0.5091671678500708,0.807326569458479,NL32
-0.6294210866220284,0.313994725310933,-1.223983147806382,0.0042699801976140185,NL33
-0.24248238093381907,0.29584167481059326,-0.8080421370566163,0.36123754646369854,NL34
-0.5011143082186733,0.30325685160968135,-1.0751037013040095,0.11984465662181107,NL41
-0.3989959828501825,0.28413865850161385,-0.933902635559962,0.18519488763299077,NL42
-0.42637822142622506,0.2290092088274016,-0.8751117537888781,0.02454634226662505,PL11
0.40023919964224947,0.2301763919046359,-0.05163947583836496,0.8527969485265967,PL12
-0.6665411573789086,0.46528584514799387,-1.5952186751789064,0.22269061256084385,PL21
-0.7143061589242851,0.2370626158455504,-1.1686431465706282,-0.2373613800811472,PL22
-1.5178562029599578,0.2334076378209474,-1.9763803279765273,-1.056435783779695,PL31
-0.4779587433821175,0.23694093759869542,-0.9368850649337661,-0.009266770006290927,PL32
-1.735867024998935,0.22841671974125732,-2.183615884475561,-1.290138933499903,PL33
-0.2810199981533653,0.22281163036311336,-0.7271699811169138,0.1540615311840992,PL34
-0.34489140614097114,0.2365270321195968,-0.7984579582003405,0.11165258732815514,PL41
-0.1610537488444365,0.2253635635651843,-0.5985151258048562,0.2772090520956843,PL42
-0.6416945786461193,0.21752809905424877,-1.071415874342589,-0.21465317256222266,PL43
-0.3528692481366176,0.22222050989639497,-0.7889546837730611,0.08819708338409349,PL51
-2.1048572964507546,0.21953105618269717,-2.5379838676222377,-1.6701002598579406,PL52
-1.649616687641533,0.22167724174082132,-2.0777162329728096,-1.221782184533875,PL61
-0.7830891132745275,0.23004870180102205,-1.2260600287060017,-0.32911452095483984,PL62
-0.2634999810223499,0.2125942591532761,-0.6638520534923995,0.16032236980209033,PL63
0.5610775787476003,0.29392436681890355,0.00300421125528399,1.1462381019657608,PT11
3.940857146151627,0.2374763814707282,3.495713190611906,4.413234357412426,PT15
0.3941796251996637,0.3518903493950071,-0.2822851638474171,1.0982635078842298,PT16
2.2811113116427646,0.26707490317194865,1.7545146116828394,2.800940872018331,PT17
0.9321460590596836,0.2684820705953405,0.4177783944939824,1.4671672458969183,PT18
2.6691657078579305,0.29901616479384013,2.085355229179752,3.266307666771438,PT20
4.062980888521573,0.2748303300439758,3.53431517615243,4.608927940692852,PT30
-0.4625584730761597,0.2289862226344036,-0.9106919668656737,-0.008198771418268275,RO11
0.048543226995422996,0.23561924952474994,-0.4138920366225015,0.5090548077956261,RO12
-0.6726782250718736,0.26116311751481003,-1.1863535425299394,-0.16099697564151164,RO21
0.03365214969083292,0.24165120184688382,-0.43150618545366903,0.5097863684296755,RO22
-0.2879783837802365,0.2526877827265911,-0.7777301871577696,0.2033551883424379,RO31
1.4281695615113696,0.23062544229411755,0.975605407481469,1.8835435615350855,RO32
-1.5984748378347255,0.23979753474209065,-2.072762008650682,-1.1406212053899785,RO41
-0.7103534023330542,0.21650824220571507,-1.1295706522058855,-0.27582397931334424,RO42
-0.3663193988113757,0.26738957844016104,-0.8744091924375844,0.17073036066701988,SE11
0.3674069618317658,0.21712076550361442,-0.05199168676829535,0.7969510407311057,SE12
0.05703164607832367,0.24692331593087719,-0.436544893413964,0.5354856467824521,SE21
0.4283093511255475,0.19701153795413875,0.05312157213259519,0.826952171969394,SE22
0.5666377179622677,0.23146112354078296,0.10919608417743967,1.021140994681248,SE23
-0.27742418561430915,0.2648793310416276,-0.8108653979927892,0.2372503207546067,SE31
0.36011921027372534,0.2973753957347909,-0.2310088680863889,0.9467118520261345,SE32
0.6180839362608143,0.3317910214046674,-0.048755792681252186,1.2582309237757137,SE33
0.3178881626241022,0.18836203482171432,-0.04749643910715173,0.688258824620387,SI03
0.9358716977987475,0.19807094103292602,0.5412156371898885,1.3296032761780285,SI04
0.6088865785972645,0.1965554315111316,0.22163062179912485,0.9942393423810617,SK01
-0.22333862522740655,0.20235358011630208,-0.6075586374122068,0.1847595428615947,SK02
-1.4277638140017879,0.26387410814943124,-1.9355125667616004,-0.8897940636957542,SK03
-0.2174752814583533,0.2156377798636439,-0.6363945890219177,0.2013220622794411,SK04
-1.4644317833201235,0.26486379015482653,-1.9596449662256892,-0.9114353889083568,UKC1
-0.25526600134390154,0.2429088108941417,-0.7104349126674981,0.24063487208552278,UKC2
-1.0525312804132512,0.26804283316468164,-1.571077159987535,-0.5168120895460924,UKD1
0.9308490323150076,0.2823204224174067,0.38304261142241575,1.4958691283055556,UKD3
-0.26103528420805,0.24769136479659418,-0.7230112199033223,0.23932256779570868,UKD4
-0.3342792995980954,0.24816019007074072,-0.8016224107152038,0.16644858048816014,UKD6
0.013218979266588719,0.26998277745398874,-0.5072635292408066,0.5589817762166782,UKD7
-0.16971068441204903,0.2586388252854304,-0.6598955382079558,0.35084254268790704,UKE1
-0.49374070046602875,0.24147783875524434,-0.9581320996980661,-0.0060351922449575135,UKE2
-0.13318174005069483,0.2734037405124588,-0.6504182913927017,0.4118511201946143,UKE3
-0.6051776944109997,0.2572961385828699,-1.09000367268661,-0.07600451989831807,UKE4
-0.2541779311990948,0.24807351127074373,-0.7196161471675353,0.2511097983650497,UKF1
0.2059689400901866,0.24388619575370998,-0.25470344004564915,0.7060988729197689,UKF2
-0.5974362848834828,0.2476935033375876,-1.0694564479779323,-0.09403266259037231,UKF3
0.028024711008897432,0.6831683286202939,-1.1863503189345475,1.4919067880661363,UKG1
-0.8621021763567152,0.23757847662131568,-1.3070003382684066,-0.3767597855578808,UKG2
-0.34676647837882646,0.7426268631971058,-1.6640944924605372,1.2249761687448801,UKG3
0.690926026977615,0.24906337752283236,0.2126642189458576,1.2064668643894694,UKH1
0.48111052551597544,0.2534239013451305,-2.2273078219446765e-4,1.0011735514540607,UKH2
0.22642120422170772,0.2543237186486196,-0.2553461181788355,0.7318329213908409,UKH3
0.6281848053770237,0.36512497379258213,-0.0898433401025903,1.358701546467132,UKI3
0.7695167994493676,0.32197253467390324,0.165509394589628,1.4277190154144304,UKI4
